OBJECTID,FID_road,FCLASS,URBAN_CODE,ROUNDED_SPEED,Volume,Capacity,VCR,Artificial,MODE_TYPE,MILES,FID_HighwayBridge_3state,HighwayBridgeId,BridgeClass,Tract,Name,Owner,BridgeType,Width,NumSpans,Length,MaxSpanLength,SkewAngle,SeatLength,SeatWidth,YearBuilt,YearRemodeled,PierType,FoundationType,ScourIndex,Traffic,TrafficIndex,Condition,Cost,Latitude,Longitude,Comment
363,195404,3,99999,60,1000.000000000000000,14635.964912280700446,0.068324842673060,0,road,2.300773733545170,16394,ID003106,HWB23,16083000500,US 93,State Highway Agency,606,10.0000000,2,82,40,0,,,2011,,,,N,4800,,778,2872.173899999999776,42.593055999999997,-114.571667000000005,
364,45870,1,99999,75,10500.000000000000000,23356.060606060600549,0.449562114823224,0,road,8.847598413358879,16920,ID000676,HWB3 ,16053970500,WINDY GLENN RD GS,State Highway Agency,107,14.0000000,1,7,7,0,,,1966,,,,N,8250,,776,343.259799999999984,42.622382999999999,-114.390930999999995,Functionally Obsolete
365,45870,1,99999,75,10500.000000000000000,23356.060606060600549,0.449562114823224,0,road,8.847598413358879,16921,ID000677,HWB3 ,16053970500,WINDY GLENN RD GS,State Highway Agency,107,14.0000000,1,8,7,0,,,1966,,,,N,8250,,776,392.296899999999994,42.622964000000003,-114.390827999999999,Functionally Obsolete
366,45094,1,99999,75,5250.000000000000000,28363.636363636349415,0.185096153846154,0,road,12.338296237377900,16358,ID003289,HWB22,16077960100,I 86 EB-WB;RAINBOW RD GS,State Highway Agency,606,12.0000000,2,80,40,0,,,1972,,,,N,180,,777,2941.641200000000026,42.873333000000002,-112.695832999999993,
367,125024,3,70426,35,10333.000000000000000,25908.751209677400766,0.398822772906956,0,road,0.560108208949138,16963,ID000833,HWB3 ,16005001200,UPRR;QUINN ROAD OP,State Highway Agency,502,22.0000000,1,32,31,8,,,1986,,,,N,21500,,777,2465.866300000000138,42.905889000000002,-112.457442000000000,
368,25778,1,70426,65,8166.000000000000000,29193.152274837499135,0.279723132436045,0,road,0.530881207446672,15835,ID000170,HWB17,16005001200,I 86 EB RAMP,State Highway Agency,502,12.0000000,3,70,30,51,,,1962,,,,N,15000,,646,2757.739799999999832,42.911963999999998,-112.440771999999996,Structurally Deficient
369,25778,1,70426,65,8166.000000000000000,29193.152274837499135,0.279723132436045,0,road,0.530881207446672,16151,ID002890,HWB17,16005001200,I 15 NB TO I 86 WB RAMP,State Highway Agency,502,10.0000000,3,52,19,35,,,1963,,,,N,5000,,666,1707.172299999999950,42.912778000000003,-112.442778000000004,
370,45094,1,99999,75,5250.000000000000000,28363.636363636349415,0.185096153846154,0,road,12.338296237377900,16680,ID000110,HWB3 ,16077960100,BANNOCK CREEK,State Highway Agency,502,13.0000000,1,25,25,2,,,1972,,,,8,5750,,676,1138.361599999999953,42.885911000000000,-112.642572000000001,
371,45094,1,99999,75,5250.000000000000000,28363.636363636349415,0.185096153846154,0,road,12.338296237377900,16681,ID000111,HWB3 ,16077960100,BANNOCK CREEK,State Highway Agency,502,13.0000000,1,25,25,2,,,1972,,,,8,5750,,676,1138.361599999999953,42.886169000000002,-112.642702999999997,
372,45094,1,99999,75,5250.000000000000000,28363.636363636349415,0.185096153846154,0,road,12.338296237377900,17351,ID001552,HWB3 ,16077960100,BANNOCK CREEK,County Highway Agency,502,10.0000000,1,22,21,0,,,1972,,,,8,395,,676,770.583200000000033,42.885911000000000,-112.642572000000001,
373,45094,1,99999,75,5250.000000000000000,28363.636363636349415,0.185096153846154,0,road,12.338296237377900,18110,ID002870,HWB3 ,16077960100,BANNOCK CREEK,Bureau of Indian Affairs,502,9.0000000,1,25,25,0,,,1971,,,,8,50,,677,788.096499999999992,42.886471999999998,-112.642972000000000,
374,25778,1,70426,65,8166.000000000000000,29193.152274837499135,0.279723132436045,0,road,0.530881207446672,18976,ID002887,HWB4 ,16005001200,HILINE ROAD GS,State Highway Agency,502,19.0000000,1,34,33,14,,,2009,,,,N,12750,,768,2686.774100000000089,42.912500000000001,-112.451389000000006,Functionally Obsolete
375,26209,1,70426,65,11500.000000000000000,28757.575757575748867,0.399894625922024,0,road,0.829126962517892,18976,ID002887,HWB4 ,16005001200,HILINE ROAD GS,State Highway Agency,502,19.0000000,1,34,33,14,,,2009,,,,N,12750,,768,2686.774100000000089,42.912500000000001,-112.451389000000006,Functionally Obsolete
376,25778,1,70426,65,8166.000000000000000,29193.152274837499135,0.279723132436045,0,road,0.530881207446672,18977,ID002888,HWB4 ,16005000300,HILINE ROAD GS,State Highway Agency,502,19.0000000,1,34,33,14,,,2010,,,,N,12750,,788,2686.774100000000089,42.913055999999997,-112.451389000000006,
377,26209,1,70426,65,11500.000000000000000,28757.575757575748867,0.399894625922024,0,road,0.829126962517892,18977,ID002888,HWB4 ,16005000300,HILINE ROAD GS,State Highway Agency,502,19.0000000,1,34,33,14,,,2010,,,,N,12750,,788,2686.774100000000089,42.913055999999997,-112.451389000000006,
378,44738,1,99999,75,5333.000000000000000,28402.402698863650585,0.187765804764586,0,road,0.322728084232834,16350,ID000981,HWB22,16077960100,I 86;TRUCKERVILLE IC,State Highway Agency,606,12.0000000,2,80,40,0,,,1972,,,,N,2100,,666,2941.641200000000026,42.888942000000000,-112.633788999999993,
379,45094,1,99999,75,5250.000000000000000,28363.636363636349415,0.185096153846154,0,road,12.338296237377900,16350,ID000981,HWB22,16077960100,I 86;TRUCKERVILLE IC,State Highway Agency,606,12.0000000,2,80,40,0,,,1972,,,,N,2100,,666,2941.641200000000026,42.888942000000000,-112.633788999999993,
380,26209,1,70426,65,11500.000000000000000,28757.575757575748867,0.399894625922024,0,road,0.829126962517892,15545,ID000118,HWB12,16005000300,UPRR;CHUBBUCK OVERPASS,State Highway Agency,302,12.0000000,3,52,22,9,,,1963,,,,N,12750,,677,3004.893900000000031,42.912925000000001,-112.458858000000006,
381,26209,1,70426,65,11500.000000000000000,28757.575757575748867,0.399894625922024,0,road,0.829126962517892,15590,ID002886,HWB12,16005001400,UPRR;CHUBBUCK OVERPASS,State Highway Agency,302,16.0000000,3,52,22,9,,,1963,,,,N,12750,,675,4006.525200000000041,42.912500000000001,-112.459166999999994,
382,25775,1,70426,65,9500.000000000000000,28515.151515151501371,0.333156216790648,0,road,0.246472169440985,15759,ID003021,HWB16,16005000300,I 86 EB-WB; CHUBBUCK IC,State Highway Agency,402,17.0000000,2,52,26,0,,,2013,,,,N,9250,,887,5418.241600000000290,42.912500000000001,-112.466667000000001,
383,26209,1,70426,65,11500.000000000000000,28757.575757575748867,0.399894625922024,0,road,0.829126962517892,15759,ID003021,HWB16,16005000300,I 86 EB-WB; CHUBBUCK IC,State Highway Agency,402,17.0000000,2,52,26,0,,,2013,,,,N,9250,,887,5418.241600000000290,42.912500000000001,-112.466667000000001,
384,124963,3,70426,35,13050.000000000000000,38783.333333333350311,0.336484744305973,0,road,0.137901000879456,15759,ID003021,HWB16,16005000300,I 86 EB-WB; CHUBBUCK IC,State Highway Agency,402,17.0000000,2,52,26,0,,,2013,,,,N,9250,,887,5418.241600000000290,42.912500000000001,-112.466667000000001,
385,124964,3,70426,35,11250.000000000000000,23484.848484848498629,0.479032258064516,0,road,0.046582654799426,15759,ID003021,HWB16,16005000300,I 86 EB-WB; CHUBBUCK IC,State Highway Agency,402,17.0000000,2,52,26,0,,,2013,,,,N,9250,,887,5418.241600000000290,42.912500000000001,-112.466667000000001,
386,125698,3,70426,35,11250.000000000000000,23484.848484848498629,0.479032258064516,0,road,0.161698920812889,15759,ID003021,HWB16,16005000300,I 86 EB-WB; CHUBBUCK IC,State Highway Agency,402,17.0000000,2,52,26,0,,,2013,,,,N,9250,,887,5418.241600000000290,42.912500000000001,-112.466667000000001,
387,25775,1,70426,65,9500.000000000000000,28515.151515151501371,0.333156216790648,0,road,0.246472169440985,15760,ID003022,HWB16,16005001400,I 86 EB-WB; CHUBBUCK IC,State Highway Agency,402,13.0000000,2,52,26,0,,,2013,,,,N,6000,,887,4143.361200000000281,42.912500000000001,-112.466110999999998,
388,26209,1,70426,65,11500.000000000000000,28757.575757575748867,0.399894625922024,0,road,0.829126962517892,15760,ID003022,HWB16,16005001400,I 86 EB-WB; CHUBBUCK IC,State Highway Agency,402,13.0000000,2,52,26,0,,,2013,,,,N,6000,,887,4143.361200000000281,42.912500000000001,-112.466110999999998,
389,124963,3,70426,35,13050.000000000000000,38783.333333333350311,0.336484744305973,0,road,0.137901000879456,15760,ID003022,HWB16,16005001400,I 86 EB-WB; CHUBBUCK IC,State Highway Agency,402,13.0000000,2,52,26,0,,,2013,,,,N,6000,,887,4143.361200000000281,42.912500000000001,-112.466110999999998,
390,124964,3,70426,35,11250.000000000000000,23484.848484848498629,0.479032258064516,0,road,0.046582654799426,15760,ID003022,HWB16,16005001400,I 86 EB-WB; CHUBBUCK IC,State Highway Agency,402,13.0000000,2,52,26,0,,,2013,,,,N,6000,,887,4143.361200000000281,42.912500000000001,-112.466110999999998,
391,125698,3,70426,35,11250.000000000000000,23484.848484848498629,0.479032258064516,0,road,0.161698920812889,15760,ID003022,HWB16,16005001400,I 86 EB-WB; CHUBBUCK IC,State Highway Agency,402,13.0000000,2,52,26,0,,,2013,,,,N,6000,,887,4143.361200000000281,42.912500000000001,-112.466110999999998,
392,124971,3,70426,55,1149.000000000000000,13533.894160583949997,0.084897959623945,0,road,1.121169256817670,18658,ID000424,HWB4 ,16005001500,PORTNEUF RIVER,State Highway Agency,505,26.0000000,1,26,26,0,,,2000,,,,8,4700,,677,2811.546899999999823,42.906821999999998,-112.512292000000002,
393,26212,1,70426,75,5500.000000000000000,27560.606060606049141,0.199560197910941,0,road,2.395909508062510,15803,ID000116,HWB17,16005000300,SMA 7031;HAWTHORNE RD.GS,State Highway Agency,502,12.0000000,3,38,12,0,,,1968,,,,N,5750,,766,1497.058800000000019,42.912733000000003,-112.476163999999997,Functionally Obsolete
394,26212,1,70426,75,5500.000000000000000,27560.606060606049141,0.199560197910941,0,road,2.395909508062510,15804,ID000117,HWB17,16005000300,SMA 7031;HAWTHORNE RD.GS,State Highway Agency,502,12.0000000,3,38,12,0,,,1968,,,,N,5750,,666,1497.058800000000019,42.913043999999999,-112.476168999999999,Functionally Obsolete
395,45350,1,99999,75,5500.000000000000000,28477.272727272749762,0.193136472466082,0,road,2.464655321028520,15801,ID000112,HWB17,16077960100,UPRR;POCATELLO AIRPORT,State Highway Agency,502,12.0000000,3,52,19,23,,,1968,,,,N,6000,,656,2048.606699999999819,42.899644000000002,-112.583864000000005,
396,45227,1,99999,75,5583.000000000000000,28493.274762550900050,0.195940973669261,0,road,0.534503983104482,16030,ID001553,HWB17,16077960100,I 86 EB-WB;AIRPORT IC,State Highway Agency,502,10.0000000,5,95,22,45,,,1968,,,,N,1000,,757,3118.872400000000198,42.902028000000001,-112.576986000000005,
397,26212,1,70426,75,5500.000000000000000,27560.606060606049141,0.199560197910941,0,road,2.395909508062510,15997,ID001337,HWB17,16005000400,I 86 EB-WB;PHILBIN RD GS,State Highway Agency,502,10.0000000,5,74,15,0,,,1968,,,,N,4300,,666,2429.437500000000000,42.913066999999998,-112.495863999999997,Functionally Obsolete
398,25771,1,70426,75,10692.000000000000000,28462.813607370648242,0.375648034923408,0,road,1.033436918299890,15982,ID001246,HWB17,16005000300,I 15 NB;CHUBBUCK RD.GS,State Highway Agency,502,12.0000000,3,43,17,5,,,1962,,,,N,5600,,676,1694.040199999999913,42.920442000000001,-112.440486000000007,Functionally Obsolete
399,26205,1,70426,65,7000.000000000000000,28818.181818181801646,0.242902208201893,0,road,0.576871841827839,15982,ID001246,HWB17,16005000300,I 15 NB;CHUBBUCK RD.GS,State Highway Agency,502,12.0000000,3,43,17,5,,,1962,,,,N,5600,,676,1694.040199999999913,42.920442000000001,-112.440486000000007,Functionally Obsolete
400,26206,1,70426,65,7000.000000000000000,28818.181818181801646,0.242902208201893,0,road,0.025463972478718,15982,ID001246,HWB17,16005000300,I 15 NB;CHUBBUCK RD.GS,State Highway Agency,502,12.0000000,3,43,17,5,,,1962,,,,N,5600,,676,1694.040199999999913,42.920442000000001,-112.440486000000007,Functionally Obsolete
401,125038,3,70426,35,2800.000000000000000,14150.000000000000000,0.197879858657244,0,road,0.062454685634193,15982,ID001246,HWB17,16005000300,I 15 NB;CHUBBUCK RD.GS,State Highway Agency,502,12.0000000,3,43,17,5,,,1962,,,,N,5600,,676,1694.040199999999913,42.920442000000001,-112.440486000000007,Functionally Obsolete
402,125039,3,70426,35,2800.000000000000000,14150.000000000000000,0.197879858657244,0,road,0.006374652293183,15982,ID001246,HWB17,16005000300,I 15 NB;CHUBBUCK RD.GS,State Highway Agency,502,12.0000000,3,43,17,5,,,1962,,,,N,5600,,676,1694.040199999999913,42.920442000000001,-112.440486000000007,Functionally Obsolete
403,125040,3,70426,35,2782.000000000000000,14177.339339339350772,0.196228638774307,0,road,0.680037673253248,15982,ID001246,HWB17,16005000300,I 15 NB;CHUBBUCK RD.GS,State Highway Agency,502,12.0000000,3,43,17,5,,,1962,,,,N,5600,,676,1694.040199999999913,42.920442000000001,-112.440486000000007,Functionally Obsolete
404,125037,3,70426,30,2800.000000000000000,14150.000000000000000,0.197879858657244,0,road,0.037831303326771,15981,ID001245,HWB17,16005000300,I 15 SB;CHUBBUCK RD.GS,State Highway Agency,502,12.0000000,3,37,17,0,,,1962,,,,N,5600,,676,1457.662499999999909,42.920450000000002,-112.441813999999994,Functionally Obsolete
405,125038,3,70426,35,2800.000000000000000,14150.000000000000000,0.197879858657244,0,road,0.062454685634193,15981,ID001245,HWB17,16005000300,I 15 SB;CHUBBUCK RD.GS,State Highway Agency,502,12.0000000,3,37,17,0,,,1962,,,,N,5600,,676,1457.662499999999909,42.920450000000002,-112.441813999999994,Functionally Obsolete
406,125694,3,70426,35,5352.000000000000000,14873.380645161299981,0.359837492745212,0,road,0.147685013333933,15981,ID001245,HWB17,16005000300,I 15 SB;CHUBBUCK RD.GS,State Highway Agency,502,12.0000000,3,37,17,0,,,1962,,,,N,5600,,676,1457.662499999999909,42.920450000000002,-112.441813999999994,Functionally Obsolete
407,26212,1,70426,75,5500.000000000000000,27560.606060606049141,0.199560197910941,0,road,2.395909508062510,19714,ID000114,HWB5 ,16077960100,PORTNEUF RIVER,State Highway Agency,102,12.0000000,3,29,10,0,,,1968,,,,3,5750,,666,1142.492199999999912,42.912489000000001,-112.520735999999999,
408,45344,1,99999,75,5500.000000000000000,23500.000000000000000,0.234042553191489,0,road,0.415588489626260,19714,ID000114,HWB5 ,16077960100,PORTNEUF RIVER,State Highway Agency,102,12.0000000,3,29,10,0,,,1968,,,,3,5750,,666,1142.492199999999912,42.912489000000001,-112.520735999999999,
409,26212,1,70426,75,5500.000000000000000,27560.606060606049141,0.199560197910941,0,road,2.395909508062510,19715,ID000115,HWB5 ,16077960100,PORTNEUF RIVER,State Highway Agency,102,12.0000000,3,29,10,0,,,1968,,,,3,5750,,676,1142.492199999999912,42.912782999999997,-112.520733000000007,
410,45344,1,99999,75,5500.000000000000000,23500.000000000000000,0.234042553191489,0,road,0.415588489626260,19715,ID000115,HWB5 ,16077960100,PORTNEUF RIVER,State Highway Agency,102,12.0000000,3,29,10,0,,,1968,,,,3,5750,,676,1142.492199999999912,42.912782999999997,-112.520733000000007,
411,45344,1,99999,75,5500.000000000000000,23500.000000000000000,0.234042553191489,0,road,0.415588489626260,15868,ID000423,HWB17,16077960100,I 86;WEST POCATELLO IC,State Highway Agency,502,21.0000000,5,86,18,30,,,1968,,,,N,3800,,766,5929.140599999999722,42.912686000000001,-112.529218999999998,
412,45398,1,99999,75,6000.000000000000000,24469.696969696949964,0.245201238390094,0,road,0.334548329325618,15868,ID000423,HWB17,16077960100,I 86;WEST POCATELLO IC,State Highway Agency,502,21.0000000,5,86,18,30,,,1968,,,,N,3800,,766,5929.140599999999722,42.912686000000001,-112.529218999999998,
413,289528,5,99999,35,4008.000000000000000,14332.514357053700223,0.279643885235494,0,road,0.049195646985694,15868,ID000423,HWB17,16077960100,I 86;WEST POCATELLO IC,State Highway Agency,502,21.0000000,5,86,18,30,,,1968,,,,N,3800,,766,5929.140599999999722,42.912686000000001,-112.529218999999998,
414,289529,5,99999,35,4295.000000000000000,16040.656413612550750,0.267757122230679,0,road,0.070483401342604,15868,ID000423,HWB17,16077960100,I 86;WEST POCATELLO IC,State Highway Agency,502,21.0000000,5,86,18,30,,,1968,,,,N,3800,,766,5929.140599999999722,42.912686000000001,-112.529218999999998,
415,45870,1,99999,75,10500.000000000000000,23356.060606060600549,0.449562114823224,0,road,8.847598413358879,16271,ID002997,HWB19,16053970500,US 93;W. TWIN FALLS IC,State Highway Agency,502,19.0000000,2,49,24,18,,,2013,,,,N,12250,,588,3872.115600000000086,42.641944000000002,-114.446111000000002,
416,45873,1,99999,75,10500.000000000000000,23356.060606060600549,0.449562114823224,0,road,4.995001240110730,16271,ID002997,HWB19,16053970500,US 93;W. TWIN FALLS IC,State Highway Agency,502,19.0000000,2,49,24,18,,,2013,,,,N,12250,,588,3872.115600000000086,42.641944000000002,-114.446111000000002,
417,193036,3,99999,55,8500.000000000000000,25227.272727272749762,0.336936936936937,0,road,0.045319840016532,16271,ID002997,HWB19,16053970500,US 93;W. TWIN FALLS IC,State Highway Agency,502,19.0000000,2,49,24,18,,,2013,,,,N,12250,,588,3872.115600000000086,42.641944000000002,-114.446111000000002,
418,193037,3,99999,55,7250.000000000000000,25166.666666666649689,0.288079470198676,0,road,0.073537179667173,16271,ID002997,HWB19,16053970500,US 93;W. TWIN FALLS IC,State Highway Agency,502,19.0000000,2,49,24,18,,,2013,,,,N,12250,,588,3872.115600000000086,42.641944000000002,-114.446111000000002,
419,193791,3,99999,55,8500.000000000000000,25227.272727272749762,0.336936936936937,0,road,0.270214476848945,16271,ID002997,HWB19,16053970500,US 93;W. TWIN FALLS IC,State Highway Agency,502,19.0000000,2,49,24,18,,,2013,,,,N,12250,,588,3872.115600000000086,42.641944000000002,-114.446111000000002,
420,45870,1,99999,75,10500.000000000000000,23356.060606060600549,0.449562114823224,0,road,8.847598413358879,16272,ID002998,HWB19,16053970500,US 93;W.TWIN FALLS IC,State Highway Agency,502,22.0000000,2,49,24,18,,,2003,,,,N,12250,,688,4483.502300000000105,42.641944000000002,-114.445832999999993,
421,45873,1,99999,75,10500.000000000000000,23356.060606060600549,0.449562114823224,0,road,4.995001240110730,16272,ID002998,HWB19,16053970500,US 93;W.TWIN FALLS IC,State Highway Agency,502,22.0000000,2,49,24,18,,,2003,,,,N,12250,,688,4483.502300000000105,42.641944000000002,-114.445832999999993,
422,193036,3,99999,55,8500.000000000000000,25227.272727272749762,0.336936936936937,0,road,0.045319840016532,16272,ID002998,HWB19,16053970500,US 93;W.TWIN FALLS IC,State Highway Agency,502,22.0000000,2,49,24,18,,,2003,,,,N,12250,,688,4483.502300000000105,42.641944000000002,-114.445832999999993,
423,193037,3,99999,55,7250.000000000000000,25166.666666666649689,0.288079470198676,0,road,0.073537179667173,16272,ID002998,HWB19,16053970500,US 93;W.TWIN FALLS IC,State Highway Agency,502,22.0000000,2,49,24,18,,,2003,,,,N,12250,,688,4483.502300000000105,42.641944000000002,-114.445832999999993,
424,193791,3,99999,55,8500.000000000000000,25227.272727272749762,0.336936936936937,0,road,0.270214476848945,16272,ID002998,HWB19,16053970500,US 93;W.TWIN FALLS IC,State Highway Agency,502,22.0000000,2,49,24,18,,,2003,,,,N,12250,,688,4483.502300000000105,42.641944000000002,-114.445832999999993,
