OBJECTID,HighwayBridgeId,BridgeClass,Tract,Name,Owner,BridgeType,Width,NumSpans,Length,MaxSpanLength,SkewAngle,SeatLength,SeatWidth,YearBuilt,YearRemodeled,PierType,FoundationType,ScourIndex,Traffic,TrafficIndex,Condition,Cost,Latitude,Longitude,Comment
4669,OR001568,HWB3 ,41061970600,FIVE POINT CREEK,County Highway Agency,501,9.0000000,1,17,16,18,,,1978,,,,5,44,,777,570.062199999999962,45.351877999999999,-118.230411000000004,
4670,OR001569,HWB3 ,41001950600,EAGLE CR (SAWMILL LANE),County Highway Agency,504,9.0000000,1,34,34,10,,,1978,,,,3,109,,776,1140.124499999999898,44.776389000000002,-117.186988999999997,
4671,OR001572,HWB3 ,41053020400,MILL CREEK,County Highway Agency,502,10.0000000,1,32,31,35,,,1981,,,,U,284,,786,1192.287000000000035,44.986006000000003,-123.428191999999996,
4672,OR001573,HWB3 ,41001950300,POWDER R (BEAVER CR RD),County Highway Agency,501,8.0000000,1,19,19,0,,,1981,,,,4,68,,776,566.336300000000051,44.694214000000002,-117.849067000000005,
4673,OR001574,HWB3 ,41065970800,WHITE RIVER,County Highway Agency,501,9.0000000,1,21,20,10,,,1980,,,,8,40,,777,704.194499999999948,45.159528000000002,-121.312567000000001,
4674,OR001578,HWB3 ,41019170000,MIDDLE FK COQUILLE RIVER,State Highway Agency,502,13.0000000,1,39,38,42,,,1984,,,,8,2500,,776,1889.029700000000048,43.008513999999998,-123.703830999999994,
4675,OR001581,HWB3 ,41019170000,HOLMES CREEK,State Highway Agency,319,9.1000004,1,7,7,6,,,1984,,,,3,2800,,NNN,237.339599999999990,42.994619000000000,-123.729355999999996,
4676,OR001582,HWB3 ,41063960200,WENAHA RIVER,County Highway Agency,504,9.0000000,1,34,33,0,,,1981,,,,5,310,,766,1140.124499999999898,45.945458000000002,-117.451505999999995,
4677,OR001605,HWB3 ,41001950600,BIG CREEK,County Highway Agency,501,8.0000000,1,9,8,16,,,1982,,,,5,61,,777,268.264599999999973,44.989339000000001,-117.604978000000003,
4678,OR001606,HWB3 ,41031960302,IRRIGATION CANAL,County Highway Agency,501,10.0000000,1,21,21,28,,,1983,,,,8,236,,778,782.438400000000001,44.530991999999998,-121.152902999999995,
4679,OR001608,HWB3 ,41019170000,MIDDLE FK COQUILLE RIVER,State Highway Agency,502,13.0000000,1,30,30,10,,,1984,,,,5,2800,,677,1453.099799999999959,43.028536000000003,-123.677428000000006,
4680,OR001609,HWB3 ,41063960300,WALLOWA RIVER,County Highway Agency,501,9.0000000,1,19,18,0,,,1984,,,,5,48,,877,637.128400000000056,45.445171999999999,-117.353508000000005,
4681,OR001611,HWB3 ,41007951100,SUNSET HWY,State Highway Agency,505,19.0000000,1,46,46,24,,,1987,,,,N,6100,,776,3256.433899999999994,45.941586000000001,-123.919289000000006,Functionally Obsolete
4682,OR001612,HWB3 ,41001950600,PINE CREEK,County Highway Agency,501,7.0000000,1,22,21,35,,,1984,,,,8,61,,777,573.788099999999986,44.856352999999999,-117.047453000000004,
4683,OR001613,HWB3 ,41001950300,POWDER RIVER,County Highway Agency,501,7.0000000,1,21,20,33,,,1985,,,,4,109,,777,547.706800000000044,44.737647000000003,-117.832047000000003,
4684,OR001614,HWB3 ,41053020400,LUCKIAMUTE RIVER,County Highway Agency,504,9.0000000,1,34,34,0,,,1986,,,,8,42,,777,1140.124499999999898,44.721685999999998,-123.437150000000003,
4685,OR001615,HWB3 ,41017000401,COTTONWOOD RD,State Highway Agency,501,13.0000000,1,15,15,0,,,1984,,,,N,12200,,777,726.549899999999980,43.889611000000002,-121.381056000000001,
4686,OR001616,HWB3 ,41023960200,JOHNNY CREEK,State Highway Agency,501,10.0000000,1,8,8,0,,,1985,,,,8,350,,888,298.071799999999996,44.623189000000004,-119.638741999999993,
4687,OR001617,HWB3 ,41013950400,CAMP CREEK,County Highway Agency,501,8.0000000,1,21,21,28,,,1986,,,,4,66,,776,625.950699999999983,44.067982999999998,-120.127108000000007,
4688,OR001619,HWB3 ,41013950400,DRY CREEK,County Highway Agency,501,7.0000000,1,14,13,0,,,1986,,,,8,348,,887,365.137900000000002,44.191533000000000,-120.804721999999998,
4689,OR001621,HWB3 ,41001950600,PINE CREEK,County Highway Agency,501,8.0000000,1,19,19,0,,,1986,,,,8,57,,767,566.336300000000051,44.859682999999997,-117.072913999999997,
4690,OR001622,HWB3 ,41061970600,MEADOW CREEK,County Highway Agency,501,9.0000000,1,19,18,25,,,1986,,,,8,33,,778,637.128400000000056,45.256131000000003,-118.407921999999999,
4691,OR001623,HWB3 ,41013950400,BEAR CREEK,County Highway Agency,501,7.0000000,1,20,20,40,,,1986,,,,8,109,,767,521.625599999999963,43.980457999999999,-120.697480999999996,
4692,OR001624,HWB3 ,41013950400,BEAVER CREEK,County Highway Agency,501,8.0000000,1,22,21,0,,,1987,,,,3,109,,878,655.757899999999950,44.176447000000003,-119.861214000000004,
4693,OR001626,HWB3 ,41001950100,POWDER RIVER,County Highway Agency,501,8.0000000,1,13,12,0,,,1985,,,,8,66,,888,387.493299999999977,44.719642000000000,-118.180694000000003,
4694,OR001627,HWB3 ,41001950100,N FK BURNT R (RICE ROAD),County Highway Agency,501,7.0000000,1,18,17,0,,,1986,,,,3,10,,777,469.463000000000022,44.570180999999998,-118.216931000000002,
4695,OR001631,HWB3 ,41047001000,13TH STREET,State Highway Agency,505,33.0000000,1,25,25,3,,,1988,,,,N,35300,,666,3073.864999999999782,44.929772000000000,-123.029141999999993,
4696,OR001632,HWB3 ,41047001000,BIKE PATH,State Highway Agency,101,9.0000000,1,12,12,27,,,1988,,,,N,3000,,667,402.396900000000016,44.929344000000000,-123.028255999999999,
4697,OR001633,HWB3 ,41061970100,CLARK CREEK,County Highway Agency,501,8.0000000,1,18,17,22,,,1987,,,,8,27,,777,536.529199999999946,45.533861000000002,-117.864569000000003,
4698,OR001634,HWB3 ,41061970200,CATHERINE CREEK,City or Municipal High...,501,9.0000000,1,17,16,0,,,1987,,,,8,281,,877,570.062199999999962,45.211733000000002,-117.875671999999994,
4699,OR001640,HWB3 ,41001950100,N FK BURNT R(N FK BNT RD,County Highway Agency,501,8.0000000,1,17,17,22,,,1987,,,,8,141,,777,506.721999999999980,44.640636000000001,-118.279832999999996,
4700,OR001643,HWB3 ,41031960302,LAKE CREEK,County Highway Agency,702,9.0000000,1,15,15,0,,,1969,,,,U,167,,654,502.996100000000013,44.448886000000002,-121.654689000000005,Structurally Deficient
4701,OR001645,HWB3 ,41031960302,NORTH UNIT CANAL,County Highway Agency,702,7.0000000,1,8,7,0,,,1972,,,,8,392,,567,208.650200000000012,44.502302999999998,-121.194883000000004,
4702,OR001665,HWB3 ,41017001500,FRANKLIN AVENUE,State Highway Agency,501,16.0000000,1,13,13,0,,,1979,,,,N,38000,,767,774.986599999999953,44.055919000000003,-121.307022000000003,
4703,OR001712,HWB3 ,41017001300,C.O.I. NORTH CANAL,City or Municipal High...,102,13.0000000,1,13,12,21,,,1940,,,,8,21851,,556,629.676600000000008,44.076633000000001,-121.305252999999993,
4704,OR001713,HWB3 ,41017001600,NORTH UNIT MAIN CANAL,City or Municipal High...,101,14.0000000,1,7,6,47,,,1935,,,,8,21851,,566,365.137900000000002,44.076183000000000,-121.305443999999994,
4705,OR001743,HWB3 ,41059950100,PINE CREEK,City or Municipal High...,302,6.0000000,1,9,8,23,,,1955,,,,3,48,,564,201.198399999999992,45.814802999999998,-118.424242000000007,Structurally Deficient
4706,OR001744,HWB3 ,41059950100,PINE CREEK,City or Municipal High...,302,8.0000000,1,9,9,45,,,1955,,,,3,56,,665,268.264599999999973,45.816243999999998,-118.424330999999995,
4707,OR001745,HWB3 ,41059950100,PINE CREEK,City or Municipal High...,102,9.0000000,1,7,7,45,,,1955,,,,4,56,,546,234.731500000000011,45.809269000000000,-118.423214000000002,Structurally Deficient
4708,OR001818,HWB3 ,41035970300,CHERRY CREEK,County Highway Agency,501,11.0000000,1,9,9,0,,,1967,,,,3,246,,776,368.863800000000026,42.605144000000003,-122.089957999999996,
4709,OR001820,HWB3 ,41035970500,IRRIGATION CANAL,County Highway Agency,701,8.0000000,1,8,7,0,,,1968,,,,8,193,,664,238.457400000000007,42.125518999999997,-121.302127999999996,Structurally Deficient
4710,OR001825,HWB3 ,41035970800,IRRIGATION CANAL,County Highway Agency,501,8.0000000,1,13,12,0,,,1968,,,,8,509,,887,387.493299999999977,42.111742000000000,-121.666991999999993,
4711,OR001826,HWB3 ,41035970200,WILLIAMSON RV,County Highway Agency,501,10.0000000,1,22,21,0,,,1986,,,,8,311,,877,819.697300000000041,42.898952999999999,-121.658332999999999,
4712,OR001827,HWB3 ,41035970200,WILLIAMSON RIVER CANAL,County Highway Agency,501,10.0000000,1,9,8,0,,,1986,,,,8,214,,777,335.330699999999979,42.959257999999998,-121.578335999999993,
4713,OR001828,HWB3 ,41035970200,WILLIAMSON RV,County Highway Agency,501,10.0000000,1,22,21,0,,,1986,,,,5,214,,888,819.697300000000041,42.965158000000002,-121.578494000000006,
4714,OR001829,HWB3 ,41035970300,DRAIN DITCH,County Highway Agency,501,10.0000000,1,8,7,0,,,1972,,,,U,246,,768,298.071799999999996,42.668419000000000,-122.054747000000006,
4715,OR001830,HWB3 ,41035970500,IRRIGATION CANAL,County Highway Agency,501,10.0000000,1,10,9,10,,,1978,,,,8,155,,876,372.589699999999993,42.104250000000000,-121.276263999999998,
4716,OR001831,HWB3 ,41035970500,DRAIN DITCH,County Highway Agency,501,10.0000000,1,10,9,45,,,1976,,,,U,134,,777,372.589699999999993,42.100760999999999,-121.218394000000004,
4717,OR001836,HWB3 ,41035970800,LOST RIVER,County Highway Agency,702,10.0000000,1,28,25,0,,,1975,,,,U,236,,776,1043.251099999999951,42.111702999999999,-121.691822000000002,
4718,OR001839,HWB3 ,41019010000,JOYCE CREEK,County Highway Agency,501,8.0000000,1,15,15,0,,,1966,,,,4,783,,766,447.107599999999991,43.755422000000003,-124.021039000000002,
4719,OR001841,HWB3 ,41021960100,WILLOW CREEK EB,County Highway Agency,501,7.0000000,1,22,21,0,,,1987,,,,3,10,,787,573.788099999999986,45.713061000000003,-120.034166999999997,
4720,OR001843,HWB3 ,41021960100,ROCK CREEK,County Highway Agency,501,7.0000000,1,8,8,0,,,1987,,,,5,10,,777,208.650200000000012,45.531325000000002,-120.231392000000000,
4721,OR001845,HWB3 ,41021960100,EIGHTMILE CREEK,County Highway Agency,302,8.0000000,1,12,12,0,,,1960,,,,3,27,,676,357.686100000000010,45.495016999999997,-120.013081000000000,
4722,OR001853,HWB3 ,41021960100,SCOTT CANYON CREEK,County Highway Agency,501,10.0000000,1,10,10,0,,,1973,,,,5,10,,776,372.589699999999993,45.474364000000001,-120.274725000000004,
4723,OR001854,HWB3 ,41021960100,JUNIPER CANYON CREEK,County Highway Agency,501,10.0000000,1,10,10,0,,,1973,,,,4,56,,676,372.589699999999993,45.500743999999997,-120.176314000000005,
4724,OR001855,HWB3 ,41023960200,JOHN DAY R(BRIDGE ST),City or Municipal High...,302,9.0000000,1,17,16,0,,,1961,,,,3,120,,775,570.062199999999962,44.422097000000001,-118.954380999999998,
4725,OR001857,HWB3 ,41023960200,CANYON CREEK,City or Municipal High...,101,9.0000000,1,8,8,11,,,1962,,,,8,124,,888,268.264599999999973,44.409711000000001,-118.953511000000006,
4726,OR001858,HWB3 ,41023960200,CANYON CREEK,City or Municipal High...,702,8.0000000,1,8,8,0,,,1972,,,,3,63,,777,238.457400000000007,44.400928000000000,-118.947989000000007,
4727,OR001859,HWB3 ,41023960200,CANYON CREEK,City or Municipal High...,702,10.0000000,1,9,9,0,,,1972,,,,3,63,,774,335.330699999999979,44.397005999999998,-118.948082999999997,Structurally Deficient
4728,OR001864,HWB3 ,41023960100,COTTON WOOD CR.,County Highway Agency,302,6.0000000,1,21,21,0,,,1986,,,,U,30,,676,469.463000000000022,44.813713999999997,-119.419224999999997,
4729,OR001865,HWB3 ,41023960200,JOHN DAY R(MOON CR BR),County Highway Agency,310,6.0000000,1,31,30,0,,,1968,1968,,,U,20,,866,693.016799999999989,44.417380999999999,-119.224483000000006,Functionally Obsolete
4730,OR001866,HWB3 ,41023960100,JOHN DAY R(MORGAN BR),County Highway Agency,310,6.0000000,1,23,21,0,,,1976,,,,4,21,,455,514.173800000000028,44.448332999999998,-118.745964000000001,Structurally Deficient
4731,OR001873,HWB3 ,41025960100,SILVER CREEK,County Highway Agency,702,7.0000000,1,8,7,0,,,1980,,,,U,36,,777,208.650200000000012,43.590214000000003,-119.618996999999993,
4732,OR001874,HWB3 ,41025960100,SILVER CREEK,County Highway Agency,702,7.0000000,1,8,7,0,,,1978,,,,U,36,,673,208.650200000000012,43.590147000000002,-119.610355999999996,Structurally Deficient
4733,OR001875,HWB3 ,41025960100,NORTH CLAW CREEK,County Highway Agency,702,6.0000000,1,8,7,0,,,1979,,,,U,25,,665,178.843099999999993,43.706955999999998,-119.627217000000002,
4734,OR001876,HWB3 ,41025960100,SILVER CREEK,County Highway Agency,702,9.0000000,1,8,7,0,,,1978,,,,U,84,,677,268.264599999999973,43.556742000000000,-119.536939000000004,
4735,OR001877,HWB3 ,41025960100,SILVER CREEK,County Highway Agency,702,8.0000000,1,8,7,0,,,1978,1978,,,U,98,,677,238.457400000000007,43.550288999999999,-119.537043999999995,
4736,OR001880,HWB3 ,41025960100,SILVIES RIVER,County Highway Agency,501,8.0000000,1,20,20,0,,,1979,,,,3,98,,777,596.143500000000017,43.607089000000002,-119.048417000000001,
4737,OR001881,HWB3 ,41025960200,DITCH,County Highway Agency,702,6.0000000,1,8,7,0,,,1961,,,,U,47,,647,178.843099999999993,43.483536000000001,-119.079110999999997,Structurally Deficient
4738,OR001883,HWB3 ,41025960200,FOLEY SLOUGH,County Highway Agency,501,8.0000000,1,17,16,0,,,1982,,,,U,84,,657,506.721999999999980,43.606949999999998,-119.020107999999993,
4739,OR001895,HWB3 ,41051007300,B-112 X COLUMBIA SLOUGH,City or Municipal High...,501,14.0000000,1,15,14,9,,,1989,,,,U,1103,,777,782.438400000000001,45.576239000000001,-122.606453000000002,
4740,OR001896,HWB3 ,41051007300,B-113 X COLUMBIA SLOUGH,City or Municipal High...,501,13.0000000,1,15,14,9,,,1989,,,,U,5241,,767,726.549899999999980,45.572136000000000,-122.585222000000002,
4741,OR001898,HWB3 ,41051003502,B-13 OVER N GOING ST,City or Municipal High...,502,26.0000000,1,34,33,24,,,1976,,,,N,28663,,577,3293.692900000000009,45.556005999999996,-122.692774999999997,
4742,OR001908,HWB3 ,41051004602,GULLY,City or Municipal High...,104,18.0000000,1,17,16,45,,,1927,,,,N,13107,,666,1140.124499999999898,45.518152999999998,-122.700149999999994,Functionally Obsolete
4743,OR001910,HWB3 ,41051005800,B-42 OVER SW TALBOT RD,City or Municipal High...,104,10.0000000,1,10,8,0,,,1949,1949,,,N,3995,,555,372.589699999999993,45.500821999999999,-122.707558000000006,Functionally Obsolete
4744,OR001911,HWB3 ,41051008901,B-47 OVER JOHNSON CREEK,City or Municipal High...,501,8.0000000,1,10,10,21,,,1973,,,,U,441,,776,298.071799999999996,45.477452999999997,-122.501011000000005,
4745,OR001912,HWB3 ,41051008901,B-48 OVER KELLY CREEK,City or Municipal High...,501,9.0000000,1,13,13,23,,,1974,,,,8,110,,777,435.929899999999975,45.476982999999997,-122.498158000000004,
4746,OR001913,HWB3 ,41051008901,B-51 OVER JOHNSON CREEK,City or Municipal High...,522,6.0000000,1,13,13,0,,,1979,1979,,,U,165,,666,290.620000000000005,45.474299999999999,-122.517146999999994,Functionally Obsolete
4747,OR001914,HWB3 ,41051000200,B-53 X CRYSTAL SPRINGS,City or Municipal High...,501,12.0000000,1,7,6,18,,,1955,,,,U,605,,776,312.975300000000004,45.468297000000000,-122.641802999999996,
4748,OR001915,HWB3 ,41051000200,B-55 OVER JOHNSON CREEK,City or Municipal High...,522,11.0000000,1,14,14,0,,,1979,1979,,,3,1103,,566,573.788099999999986,45.462867000000003,-122.639118999999994,
4749,OR001916,HWB3 ,41051000200,B-56 OVER JOHNSON CREEK,City or Municipal High...,119,18.0000000,1,8,8,0,,,1934,,,,3,535,,NNN,536.529199999999946,45.464322000000003,-122.643067000000002,
4750,OR001917,HWB3 ,41051000302,B-57 OVER JOHNSON CREEK,City or Municipal High...,303,4.0000000,1,13,13,0,,,1976,1976,,,U,109,,666,193.746600000000001,45.463014000000001,-122.617599999999996,Functionally Obsolete
4751,OR001918,HWB3 ,41051000200,B-58 OVER JOHNSON CREEK,City or Municipal High...,107,10.0000000,1,12,12,0,,,1947,,,,5,2186,,556,447.107599999999991,45.458689000000000,-122.641914000000000,Functionally Obsolete
4752,OR001920,HWB3 ,41051006601,B-70 OVER FANNO CREEK,City or Municipal High...,501,12.0000000,1,8,8,0,,,1980,,,,5,321,,777,357.686100000000010,45.469492000000002,-122.737296999999998,
4753,OR001923,HWB3 ,41025960200,DIAMOND CANAL,County Highway Agency,702,9.0000000,1,7,7,25,,,1987,,,,U,98,,666,234.731500000000011,43.043025000000000,-118.745621999999997,
4754,OR001931,HWB3 ,41025960200,HOME CREEK,County Highway Agency,702,7.0000000,1,7,6,0,,,1971,,,,U,84,,775,182.568900000000014,42.555183000000000,-118.941068999999999,
4755,OR001932,HWB3 ,41025960200,DENIO CREEK,County Highway Agency,702,9.0000000,1,7,7,0,,,1988,,,,U,158,,867,234.731500000000011,42.000746999999997,-118.634878000000000,
4756,OR001933,HWB3 ,41025960200,SLOUGH,County Highway Agency,702,7.0000000,1,8,7,0,,,1984,,,,U,62,,664,208.650200000000012,42.157882999999998,-118.569519000000000,Structurally Deficient
4757,OR001934,HWB3 ,41025960200,MIDDLE FORK MALHEUR RIVE,County Highway Agency,501,8.0000000,1,25,24,30,,,1975,,,,5,84,,887,745.179399999999987,43.902264000000002,-118.582897000000003,
4758,OR001938,HWB3 ,41025960200,MALHEUR RIVER,County Highway Agency,501,8.0000000,1,22,22,45,,,1979,,,,3,62,,667,655.757899999999950,43.857044000000002,-118.545266999999996,
4759,OR001939,HWB3 ,41025960200,STINKING WATER SLOUGH,County Highway Agency,702,6.0000000,1,8,7,0,,,1962,,,,U,47,,666,178.843099999999993,43.805599999999998,-118.411269000000004,
4760,OR001941,HWB3 ,41025960200,SOUTH PINE CREEK,County Highway Agency,501,8.0000000,1,9,9,45,,,1982,,,,8,73,,878,268.264599999999973,43.710106000000003,-118.565875000000005,
4761,OR001943,HWB3 ,41025960200,CRANE CREEK,County Highway Agency,702,10.0000000,1,8,7,0,,,1976,,,,U,47,,775,298.071799999999996,43.392375000000001,-118.505866999999995,
4762,OR001944,HWB3 ,41025960200,CRANE CREEK,County Highway Agency,501,8.0000000,1,11,10,30,,,1977,,,,4,46,,776,327.878899999999987,43.349846999999997,-118.434319000000002,
4763,OR001951,HWB3 ,41031960202,WILLOW CREEK EB,City or Municipal High...,101,16.0000000,1,16,16,39,,,1970,,,,3,239,,556,953.829600000000028,44.637911000000003,-121.127544000000000,
4764,OR001952,HWB3 ,41031960302,IRRIGATION CANAL,County Highway Agency,702,7.0000000,1,9,8,0,,,1970,,,,8,303,,667,234.731500000000011,44.520249999999997,-121.170052999999996,
4765,OR001953,HWB3 ,41031960302,METOLIOUS RIVER,County Highway Agency,702,6.0000000,1,11,11,0,,,1988,,,,U,10,,777,245.909199999999998,44.446871999999999,-121.639308000000000,
4766,OR001961,HWB3 ,41031960302,IRRIGATION CANAL,County Highway Agency,702,8.0000000,1,8,7,15,,,1955,,,,8,199,,567,238.457400000000007,44.534742000000001,-121.177411000000006,
4767,OR001964,HWB3 ,41031960100,TROUT CREEK,County Highway Agency,310,5.0000000,1,25,24,0,,,1984,1984,,,5,40,,667,465.737099999999998,44.810321999999999,-121.069883000000004,Functionally Obsolete
4768,OR001969,HWB3 ,41031960202,IRRIGATION CANAL,County Highway Agency,101,13.0000000,1,7,6,0,,,1947,,,,8,23,,665,339.056600000000003,44.660241999999997,-121.099930999999998,
4769,OR001972,HWB3 ,41035972000,HARBOR ISLE G C ACCESS,City or Municipal High...,501,12.0000000,1,15,15,0,,,1982,,,,N,486,,667,670.661399999999958,42.249653000000002,-121.808733000000004,
4770,OR001973,HWB3 ,41035970600,IRRIGATION CANAL,County Highway Agency,501,10.0000000,1,11,11,0,,,1980,,,,8,92,,887,409.848700000000008,42.029632999999997,-121.502650000000003,
4771,OR001974,HWB3 ,41035970600,J IRRIGATION CANAL,County Highway Agency,501,10.0000000,1,15,14,0,,,1979,,,,8,144,,877,558.884500000000003,42.007683000000000,-121.502574999999993,
4772,OR001975,HWB3 ,41035970700,IRRIGATION CANAL,County Highway Agency,501,10.0000000,1,14,14,0,,,1981,,,,8,269,,777,521.625599999999963,42.038797000000002,-121.565224999999998,
4773,OR001976,HWB3 ,41035970400,DRAINAGE DITCH,County Highway Agency,501,10.0000000,1,8,7,0,,,1977,,,,U,155,,876,298.071799999999996,42.194674999999997,-121.452163999999996,
4774,OR001977,HWB3 ,41035970400,DRAINAGE DITCH,County Highway Agency,501,10.0000000,1,8,7,30,,,1976,,,,U,139,,777,298.071799999999996,42.195355999999997,-121.454014000000001,
4775,OR001978,HWB3 ,41035970700,IRRIGATION CANAL,County Highway Agency,501,10.0000000,1,15,14,57,,,1983,,,,8,46,,777,558.884500000000003,42.042422000000002,-121.641936000000001,
4776,OR001979,HWB3 ,41035970700,IRRIGATION CANAL,County Highway Agency,501,10.0000000,1,11,11,39,,,1985,,,,8,75,,887,409.848700000000008,42.059646999999998,-121.659131000000002,
4777,OR001981,HWB3 ,41035970500,DITCH,County Highway Agency,702,10.0000000,1,10,10,19,,,1981,,,,U,60,,667,372.589699999999993,42.421225000000000,-121.017336000000000,
